	01A	01D	01E	01F	01G	02A	02B	02C	02H	02I	02J	02K	02L	02M	02N	02O	03A	03B	03C	03D	03E	03F	03I	04B	04C	05C	05E	05F	05G	06A	07A	07B	07C	07D	08B	09A	10A	10B	10C	11A	11B	12A	12B	13B	13C	13D	14A	15A	16A	16C	16D	16E	16F	16G	16H	17B	17C	17G	17I	20B	20C
Pseudomonas indoloxydans	0.0	0.0	0.0	2.8178667553203603e-05	3.0030958127514365e-05	3.0157245976133108e-05	3.161042595347184e-05	0.0	0.0	9.282094848049855e-06	3.4775695892103535e-06	0.0	0.0	0.0	0.0	0.0	7.723027900177728e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.640058532141197e-05	4.9462758347791676e-05	2.0970845282346218e-05	3.8586935006882055e-06	4.611720280175571e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033488051106159443	3.1007916094091634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.394116299394999e-05	0.0	0.0	2.525375514319781e-05	0.00012236166073010916
Pseudomonas sediminis	0.0	0.0	0.0	2.24860074414453e-05	2.128407711950047e-05	2.614697390483881e-05	3.0417579691076676e-05	0.0	0.0	1.0904208510815848e-05	3.4775695892103535e-06	0.0	0.0	0.0	0.0	0.0	7.558708157620756e-06	0.0	0.0	0.0	0.0	0.0	2.2514951914684757e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.588057695967751e-05	4.993836179344352e-05	2.5260336362826127e-05	1.857889463294321e-06	4.340442616635831e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12906951678106e-05	0.0	0.0	0.0	0.0	0.000368815069515836	4.9158891368681854e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.505389573840415e-05	0.0	0.0	2.8861434449368926e-05	0.00011765544300972036
Pseudomonas vanderleydeniana	0.0	0.0	4.252682227433446e-05	1.5085549296159504e-05	2.070095171896621e-05	2.358039977921046e-05	3.757465726544766e-05	0.0	0.0	8.921625145212966e-06	3.303691109749836e-06	0.0	0.0	0.0	0.0	0.0	7.8873476427347e-06	0.0	0.0	0.0	0.0	0.0	8.078894510563353e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.7560443171926203e-05	4.518232733692509e-05	1.954101492218625e-05	1.5720603150951947e-06	3.7978872895563524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015599180712597151	2.6470172275444075e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2526947869202073e-05	0.0	0.0	2.8861434449368926e-05	6.45424144510466e-05
Pseudomonas alkylphenolica	0.0	0.0	4.252682227433446e-05	2.0493576402329893e-05	2.7990019225644454e-05	2.5665741256283495e-05	2.326050211670569e-05	0.0	0.0	8.6512728680853e-06	3.651448068670871e-06	0.0	0.0	0.0	0.0	0.0	8.38030687040562e-06	0.0	0.0	0.0	0.0	0.0	2.119054297852683e-06	0.0	5.756088371654928e-05	0.0	0.0	0.0	0.0	3.458055605534137e-05	4.470672389127325e-05	1.7157964321919634e-05	2.4295477596925734e-06	3.8883131774029324e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013432727059702677	4.2352275640710517e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9698517619706238e-05	0.0	0.0	0.0	6.118083036505458e-05
Pseudomonas hefeiensis	0.0	0.0	0.0	4.838761094994558e-06	6.705942106143984e-06	7.539311494033277e-06	7.753500705568565e-06	0.0	0.0	1.8924659398936597e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.300476395797621e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.325930654833545e-05	0.0	0.0	0.0	0.0	1.1440183958158047e-05	4.375551699996956e-05	2.0017625042239573e-05	2.000804037393884e-06	4.250016728789252e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005618848468265473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429385892372835e-05
Pseudomonas seleniipraecipitans	0.0	0.0	0.0	1.4516283284983673e-05	1.9534700917897693e-05	1.9249305942212622e-05	2.564619464149602e-05	0.0	0.0	6.488454651063976e-06	2.4342987124472475e-06	0.0	0.0	0.0	0.0	0.0	6.572789702278918e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9380472437996804e-05	3.9475085989102975e-05	1.9064404802132924e-05	1.7149748891947578e-06	4.97342383156189e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004436497010544003	3.1007916094091634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6870087370210407e-05	0.0	0.0	0.0	6.185314718225299e-05
Pseudomonas cremoricolorata	0.0	0.0	0.0	1.3093118257044097e-05	2.0117826318431954e-05	2.1334647419285655e-05	2.564619464149602e-05	0.0	0.0	6.488454651063976e-06	2.4342987124472475e-06	0.0	0.0	0.0	0.0	0.0	7.723027900177728e-06	0.0	0.0	0.0	0.0	0.0	2.5163769787000607e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.7560443171926203e-05	3.804827565214744e-05	1.6681354201866308e-05	1.857889463294321e-06	3.8883131774029324e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000982316165780677	2.3445009729679038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2526947869202073e-05	0.0	0.0	0.0	6.5214731268245e-05
uncultured Pseudomonas sp.	0.0	0.0	0.0	2.0208943396741975e-05	3.0030958127514365e-05	1.668273181658427e-05	2.862831029748393e-05	0.0	0.0	5.316928116844091e-06	2.086541753526212e-06	0.0	0.0	0.0	0.0	0.0	4.600952791595242e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004859478140408498	3.6621465315191916e-05	1.9064404802132924e-05	1.5720603150951947e-06	4.069164953096092e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002425427914782108	1.966355654747274e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1213226871218743e-05	0.0	0.0	1.9842236183941136e-05	5.311302855867376e-05
Pseudomonas baltica	0.0	0.0	0.0	1.2523852245868268e-05	1.137094531041806e-05	1.908889505936085e-05	2.862831029748393e-05	0.0	0.0	4.145401582624207e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.093912019266161e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4440393001519463e-05	3.2341034304325325e-05	1.3345083361493047e-05	1.4291457409956314e-06	3.9787390652495125e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016539861065167054	0.0	0.003737087900508161	1.8907265911031482e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1213226871218743e-05	0.0	0.0	0.0	5.7819246279062576e-05
Pseudomonas xanthosomatis	0.0	0.0	0.0	1.0816054212340776e-05	1.4869697713623618e-05	1.8126429762250217e-05	1.3717732017544383e-05	0.0	0.0	6.127984948227088e-06	2.9559341508288005e-06	0.0	0.0	0.0	0.0	0.0	6.244150217164972e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.340037627805055e-05	3.376784464128086e-05	1.7634574441972957e-05	0.0	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005736726408159154	1.966355654747274e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9799011746470826e-05	0.0	0.0	1.8038396530855578e-05	5.916387991345938e-05
Pseudomonas abieticivorans	0.0	0.0	0.0	1.2239219240280352e-05	1.3995009612822227e-05	1.9570127707916166e-05	1.610342454233471e-05	0.0	0.0	5.677397819680979e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.422551504380107e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2880367916316094e-05	3.09142239673698e-05	1.6681354201866308e-05	2.858291481991263e-06	2.3510730840110754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002592421662964823	2.873904418476785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2627441995966657e-05	0.0	0.0	0.0	5.4457662193070564e-05
Pseudomonas berkeleyensis	0.0	0.0	0.0	1.4516283284983673e-05	2.099251441923334e-05	1.844725152795376e-05	2.266407898550811e-05	0.0	0.0	6.127984948227088e-06	2.26042023298673e-06	0.0	0.0	0.0	0.0	0.0	6.0798304746079986e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.028032610764381e-05	3.138982741302164e-05	1.1915253001333078e-05	1.7149748891947578e-06	3.164906074630294e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001911051449791499	2.193242845679652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.394116299394999e-05	0.0	0.0	0.0	6.050851354785618e-05
Pseudomonas frederiksbergensis	0.0	0.0	0.0	1.537018230174742e-05	1.8951575517363433e-05	2.3419988896358688e-05	2.564619464149602e-05	0.0	0.0	1.432867068776628e-05	2.086541753526212e-06	0.0	0.0	0.0	0.0	0.0	5.751190989494053e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.990048079973126e-05	3.186543085867349e-05	1.5728133961759663e-05	2.5724623337921367e-06	3.617035513863193e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017728127748252726	2.193242845679652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53553781186979e-05	0.0	0.0	3.2469113755540046e-05	6.65593649026418e-05
Pseudomonas leptonychotis	0.0	0.0	0.0	1.3093118257044097e-05	1.8368450116829173e-05	1.5880677402325413e-05	2.1471232723112948e-05	0.0	0.0	5.046575839716426e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.929592276709188e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5740413905855605e-05	2.948741363041427e-05	1.1438642881279756e-05	1.5720603150951947e-06	3.4361837381700336e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003045180113920099	1.3613231455942667e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.838479662172291e-05	0.0	0.0	0.0	6.58870480854434e-05
Pseudomonas batumici	0.0	0.0	0.0	1.3662384268219928e-05	1.3703446912555099e-05	1.892848417650908e-05	2.3856925247903274e-05	0.0	0.0	5.7675152453902005e-06	2.26042023298673e-06	0.0	0.0	0.0	0.0	0.0	6.244150217164972e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0800334469378267e-05	2.9011810184762426e-05	1.3345083361493047e-05	1.7149748891947578e-06	3.074480186783714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014868694691134792	2.4201300366120296e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6870087370210407e-05	0.0	0.0	0.0	4.907912765548335e-05
Pseudomonas promysalinigenes	0.0	0.0	0.0	1.2808485251456183e-05	1.6619073915226395e-05	1.7805607996546673e-05	1.7296270804729872e-05	0.0	0.0	5.497162968262535e-06	2.086541753526212e-06	0.0	0.0	0.0	0.0	0.0	5.915510732051026e-06	0.0	0.0	0.0	0.0	0.0	1.3244089361579267e-06	0.0	5.232807610595389e-05	0.0	0.0	0.0	0.0	1.872030102244044e-05	2.9011810184762426e-05	1.3345083361493047e-05	1.4291457409956314e-06	3.4361837381700336e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006188591844418265	2.0419847183914e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9799011746470826e-05	0.0	0.0	0.0	5.5129979010268965e-05
Pseudomonas marincola	0.0	0.0	0.0	1.2808485251456183e-05	1.8660012817096303e-05	1.8126429762250217e-05	2.0278386460717782e-05	0.0	0.0	6.398337225354754e-06	2.086541753526212e-06	0.0	0.0	0.0	0.0	0.0	6.4084699597219445e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.652042644845729e-05	2.7584999847806896e-05	1.4298303601599694e-05	1.5720603150951947e-06	2.8032025232439746e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030094595260735286	2.9495334821209113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5556366372227076e-05	0.0	0.0	0.0	4.8406810838284946e-05
Pseudomonas eucalypticola	0.0	0.0	0.0	1.764724634645074e-05	2.128407711950047e-05	1.8607662410805532e-05	1.9681963329520202e-05	0.0	0.0	6.308219799645532e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.915510732051026e-06	0.0	0.0	0.0	0.0	0.0	1.4568498297737195e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.366038045891778e-05	2.7584999847806896e-05	1.525152384170634e-05	1.857889463294321e-06	3.2553319624768735e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032137812885559094	2.7226462911885334e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6970581496974994e-05	0.0	0.0	4.509599132713895e-05	5.378534537587216e-05
Pseudomonas agarici	0.0	0.0	0.0	1.2523852245868268e-05	1.8951575517363433e-05	1.3795335925252378e-05	1.31213088863468e-05	0.0	0.0	5.587280393971757e-06	1.9126632740656945e-06	0.0	0.0	0.0	0.0	0.0	4.765272534152216e-06	0.0	0.0	0.0	0.0	0.0	1.589290723389512e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.3260213224228645e-05	2.7584999847806896e-05	1.0008812521119786e-05	0.0	2.1702213083179156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000844970505510615	2.268871909323778e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4041657120714575e-05	0.0	0.0	1.9842236183941136e-05	4.0339009031904125e-05
Pseudomonas argentinensis	0.0	0.0	0.0	1.3947017273807842e-05	1.6910636615493525e-05	2.1976290950692742e-05	1.7296270804729872e-05	0.0	0.0	6.939041779610086e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.572789702278918e-06	0.0	0.0	0.0	0.0	0.0	6.489603787173841e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.496040136325392e-05	2.806060329345874e-05	1.2391863121386402e-05	0.0	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002252183063726243	2.4201300366120296e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1213226871218743e-05	0.0	0.0	5.772286889873785e-05	0.00011160459165493473
Pseudomonas pohangensis	0.0	0.0	0.0	1.7362613340862823e-05	1.4869697713623618e-05	4.9246141035493955e-05	5.606377433257269e-05	0.0	0.0	1.1264678213652737e-05	5.911868301657601e-06	0.0	0.0	0.0	0.0	0.0	1.57746952854694e-05	0.0	0.0	0.0	0.0	0.0	2.383936085084268e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.5480409724988377e-05	2.663379295650321e-05	8.578982160959817e-06	1.857889463294321e-06	3.617035513863193e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002036073507254494	2.4201300366120296e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9698517619706238e-05	0.0	0.0	4.509599132713895e-05	8.269496851540345e-05
Pseudomonas tructae	0.0	0.0	0.0	1.1954586234692437e-05	1.3703446912555099e-05	1.7805607996546673e-05	1.3717732017544383e-05	0.0	0.0	5.7675152453902005e-06	2.4342987124472475e-06	0.0	0.0	0.0	0.0	0.0	4.43663304903827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1580347011979952e-05	2.7109396402155056e-05	1.3345083361493047e-05	1.857889463294321e-06	2.1702213083179156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006595806545869164	1.8150975274590224e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1213226871218743e-05	0.0	0.0	1.9842236183941136e-05	4.437290993509453e-05
Pseudomonas extremaustralis	0.0	0.0	0.0	9.3928891844012e-06	9.621569108815282e-06	1.1549583565327572e-05	1.3717732017544383e-05	0.0	0.0	4.686106136879538e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.971836910683675e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2620363735448865e-05	2.7109396402155056e-05	1.1915253001333078e-05	1.5720603150951947e-06	1.3563883176986973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010024982979139892	1.2100650183060148e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.838479662172291e-05	0.0	0.0	0.0	4.0339009031904125e-05
Pseudomonas parafulva	0.0	0.0	0.0	1.1954586234692437e-05	1.253719611148658e-05	1.989094947361971e-05	2.1471232723112948e-05	0.0	0.0	5.316928116844091e-06	1.7387847946051768e-06	0.0	0.0	0.0	0.0	0.0	4.765272534152216e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3920384639785007e-05	2.9963017076066114e-05	1.1915253001333078e-05	1.5720603150951947e-06	1.9893695326247562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001517231968783064	2.5713881639002817e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9698517619706238e-05	0.0	0.0	0.0	6.45424144510466e-05
Pseudomonas brassicacearum	0.0	0.0	0.0	1.480091629057159e-05	2.099251441923334e-05	1.8607662410805532e-05	2.62426177726936e-05	0.0	0.0	9.642564550886742e-06	2.782055671368283e-06	0.0	0.0	0.0	0.0	0.0	6.0798304746079986e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5480409724988377e-05	4.375551699996956e-05	1.954101492218625e-05	3.572864352489079e-06	5.1542756072550496e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032330704059930575	7.033502918903712e-05	0.0	0.0	0.0	0.000143143429716576	0.0	0.0	0.0	7.778183186113539e-05	0.0	0.0	2.8861434449368926e-05	4.8406810838284946e-05
Pseudomonas wenzhouensis	0.0	0.0	0.0	1.650871432409908e-05	1.8951575517363433e-05	1.3795335925252378e-05	1.908554019832262e-05	0.0	0.0	4.32563643404265e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.957755366025513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.366038045891778e-05	2.663379295650321e-05	1.5728133961759663e-05	1.5720603150951947e-06	3.7978872895563524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020414315954314798	3.5545659912739186e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.676959324344582e-05	0.0	0.0	2.7057594796283368e-05	5.042376128988015e-05
Pseudomonas saudiphocaensis	0.0	0.0	0.0	1.9355044379978232e-05	1.8951575517363433e-05	2.16554691849892e-05	2.4453348379100857e-05	0.0	0.0	6.21810237393631e-06	2.782055671368283e-06	0.0	0.0	0.0	0.0	0.0	5.751190989494053e-06	0.0	0.0	0.0	0.0	0.0	1.3244089361579267e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.5740413905855605e-05	2.4731379173895838e-05	1.811118456202628e-05	1.5720603150951947e-06	2.984054298937134e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016020683649186677	2.3445009729679038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.111273274445415e-05	0.0	0.0	0.0	6.72316817198402e-05
Pseudomonas vranovensis	0.0	0.0	0.0	1.1669953229104521e-05	9.330006408548151e-06	1.1068350916772257e-05	1.908554019832262e-05	0.0	0.0	3.7849318797873193e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.272313306481296e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.900062713008425e-05	2.4731379173895838e-05	6.195931560693201e-06	0.0	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006435063900559598	1.6638394001707703e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.838479662172291e-05	0.0	0.0	0.0	3.8322058580308915e-05
Pseudomonas silesiensis	0.0	0.0	0.0	7.68509115087371e-06	6.9975048064111136e-06	1.2351637979586433e-05	1.2524885755149219e-05	0.0	0.0	5.046575839716426e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.464796138354594e-06	0.0	0.0	0.0	0.0	0.0	1.4436057404121402e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.6640267575502614e-05	2.4731379173895838e-05	8.578982160959817e-06	0.0	1.3563883176986973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012182506485072723	1.2856940819501408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8909623139531288e-05
Pseudomonas xantholysinigenes	0.0	0.0	0.0	1.1385320223516607e-05	1.166250801068519e-05	1.395574680810415e-05	1.4314155148741965e-05	0.0	0.0	4.32563643404265e-06	2.086541753526212e-06	0.0	0.0	0.0	0.0	0.0	6.244150217164972e-06	0.0	0.0	0.0	0.0	0.0	2.7812587659316462e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.872030102244044e-05	2.2353361945636624e-05	1.2391863121386402e-05	2.000804037393884e-06	1.8085177569315965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031648440832061084	0.00019966072802049244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018809061159147286	0.0	0.0	0.0	4.235595948349933e-05
Pseudomonas muyukensis	0.0	0.0	0.0	7.115825139697879e-06	1.137094531041806e-05	1.395574680810415e-05	1.0735616361556474e-05	0.0	0.0	4.2355190083334284e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.258231761823134e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7680284298971528e-05	2.0926551608681094e-05	7.62576192085317e-06	1.857889463294321e-06	2.1702213083179156e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041918109837949983	6.579728537038956e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5254883991933314e-05	0.0	0.0	0.0	4.1011325849102526e-05
Pseudomonas coleopterorum	0.0	0.0	0.0	9.96215519557703e-06	9.621569108815282e-06	9.945474736809855e-06	1.31213088863468e-05	0.0	0.0	2.9738750484043224e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.093912019266161e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3780221585963102e-05	1.9499741271725565e-05	7.62576192085317e-06	1.4291457409956314e-06	2.2606471961644957e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.292119968186807e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.001334342559008625	1.3613231455942667e-05	0.0023582845663376716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.525375514319781e-05	3.697742494591211e-05
Pseudomonas paeninsulae	0.0	0.0	0.0	1.3093118257044097e-05	1.3703446912555099e-05	1.1228761799624029e-05	8.349923836766146e-06	0.0	0.0	4.055284156914985e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.43663304903827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020566330706597762	1.9499741271725565e-05	1.525152384170634e-05	0.0	1.7180918690850168e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023682749742275959	1.6638394001707703e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6970581496974994e-05	0.0	0.0	0.0	4.975144447268175e-05
Pseudomonas rhizosphaerae	0.0	0.0	0.0	8.25435716204954e-06	1.3411884212287969e-05	1.0747529151068713e-05	1.2524885755149219e-05	0.0	0.0	4.2355190083334284e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.122075108582486e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.808045153366066e-05	1.902413782607372e-05	9.532202401066462e-06	0.0	1.8085177569315965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012414690306075428	2.0419847183914e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1646075837026694e-05	3.1598890408324896e-05
Pseudomonas laurentiana	0.0	0.0	0.0	7.969724156461625e-06	1.195407071095232e-05	1.0907940033920485e-05	7.1570775743709824e-06	0.0	0.0	3.244227325531988e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.615034336253405e-06	0.0	0.0	0.0	0.0	0.0	8.476217191410732e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.6900271756369843e-05	1.902413782607372e-05	7.149151800799847e-06	0.0	2.079795420471336e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005879608759545434	1.2856940819501408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6970581496974994e-05	0.0	0.0	0.0	3.025425677392809e-05
Pseudomonas atacamensis	0.0	0.0	0.0	9.3928891844012e-06	1.224563341121945e-05	9.785063853958083e-06	1.550700141113713e-05	0.0	0.0	4.055284156914985e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.450714593696432e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0020321926776582e-05	2.663379295650321e-05	9.05559228101314e-06	0.0	2.441498971857655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012689738832494018	1.6638394001707703e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.437290993509453e-05
